section_id,year,term,prompt_type,comment_text
F2021-90,2021,Fall,best,"I like that all the lectures were recorded and I was able to view then as many time as I wanted. I think that it is really helpful and
helps learn a more efficiently."
F2021-90,2021,Fall,best,the discussion section was effective as the professor was able to answer all student questions.
F2021-90,2021,Fall,best,I like the way the quizzes are set up.
F2021-90,2021,Fall,change,Nothing he's great!
F2021-90,2021,Fall,change,Nothing
F2021-90,2021,Fall,change,"Organize different unit materials in folders. Having all the different types of files for one lecture as a list made it a bit hard to find
materials given all of the attachments. Folders would allow you to go to a certain file type easier"
F2021-90,2021,Fall,change,Nothing much.
F2021-90,2021,Fall,change,make stuff due outsie homework to promote learning
F2021-90,2021,Fall,change,not do open ended questions
F2021-90,2021,Fall,change,Easier assignments
F2021-90,2021,Fall,change,Make the lectures shorter.
F2021-90,2021,Fall,change,Make the class more fun.
F2021-90,2021,Fall,change,I would add some more assignments to help boast grades.
F2021-90,2021,Fall,change,I will put discussions
F2021-90,2021,Fall,change,N/A
F2021-90,2021,Fall,change,I dont think I would do anything differently. By far one of the best experiences I have had at Rutgers with a remote course.
F2021-90,2021,Fall,change,Give more problem examples
F2021-90,2021,Fall,change,"If I were teaching the course I would have weekly quizzes on the material and give more assignments. Also, give more exams and
chances for extra credit since it is hard to get a good overall grade."
F2021-90,2021,Fall,change,I would maybe add other assignment besides homework. Or do more homework assignments.
F2021-90,2021,Fall,change,"The exams were very heavily point based. Aside from 4 exams a final i would do 2–3 exams, assignments, and finals because
some students do better that way."
F2021-90,2021,Fall,change,Nothing
F2021-90,2021,Fall,growth,He has very good explanations for all of his homework answers and he really shows how to do all of the problems.
F2021-90,2021,Fall,growth,He explained every details about how to approach to the problems
F2021-90,2021,Fall,growth,He always offered additional study materials to further our understandings.
F2021-90,2021,Fall,growth,Not in any particular way.
F2021-90,2021,Fall,growth,It has allowed me learn more about processes and how to manage them.
F2021-90,2021,Fall,growth,Great Professor! Well–organized course video with the relevant topics.
F2021-90,2021,Fall,growth,it is good.
F2021-90,2021,Fall,growth,He was very communicative and clear. He was always open to answering questions that I had.
F2021-90,2021,Fall,growth,"He encouraged our intellectual growth and progress by having recitation available for all students. He lectured and went over both
computational examples by hand and using excel. Lastly, he talked about operations management topics in the real world with real
life settings, while also giving us optional websites outside references/sources to look into for in depth explanations if we are
interested in ops."
F2021-90,2021,Fall,growth,"Professor Ely is very clear about the material and provides a lot of additional material in the weekly lessons. I learned new things in
this course which was interesting and neat! The math was not difficult at all and the graphing was manageable."
F2021-90,2021,Fall,growth,learn different ways to solve problems allowed me to understand better and grow.
F2021-90,2021,Fall,growth,"He does rush through course material, teaches it well"
F2021-90,2021,Fall,other,Romulo did a great job.
F2021-90,2021,Fall,other,I liked the asynchronous aspect where students can view videos anytime and can rewatch if needed.
F2021-90,2021,Fall,other,no.
F2021-90,2021,Fall,other,Great teaching style!
F2021-90,2021,Fall,other,I think its perfect
F2021-90,2021,Fall,other,N/A
F2021-90,2021,Fall,other,"I would really appreciate like more assignments or quizzes weekly instead of just four homework assignments until the final exam.
Also, like extra credit would be appreciated or just dropping the lowest grade for assignments."
F2021-90,2021,Fall,other,good class.
F2021-90,2021,Fall,other,None
F2021-largeclass,2021,Fall,best,that it has a recitation
F2021-largeclass,2021,Fall,best,I loved how Professor Romulo was always accessible and gave us time to work on our assignments. He is also very succinct in his delivery of content.
F2021-largeclass,2021,Fall,best,The content that specifically addresses how to optimize
F2021-largeclass,2021,Fall,best,"The professor's approach to teaching the course was both effective and efficient. This course has turned out to be one of my favorites during my college experience as it was not only intellectually stimulating but it was independent. The professor’s teaching style promoted a sense of independence and time management, making it a realistic and interesting course to take. I recommend this professor and course to all of my peers in RBS."
F2021-largeclass,2021,Fall,best,organized
F2021-largeclass,2021,Fall,best,I like the freedom to watch lectures on my own time.
F2021-largeclass,2021,Fall,best,The way the class was graded and taught.
F2021-largeclass,2021,Fall,best,N/A
F2021-largeclass,2021,Fall,best,I like the problems that we focused on. It was motivating to see the real world application and impact of what we were learning.
F2021-largeclass,2021,Fall,best,I enjoy the material and the structure of exams
F2021-largeclass,2021,Fall,best,"The video lectures are very easy to understand and follow along, he lays out all the steps for each problem and it really helped me to learn the material."
F2021-largeclass,2021,Fall,best,"This course was very doable with an asynchronous factor. As such, it was easier to plan out my time and improve my approach with this course as it went along."
F2021-largeclass,2021,Fall,best,online
F2021-largeclass,2021,Fall,best,The online factor
F2021-largeclass,2021,Fall,best,How the professor introduced the topic
F2021-largeclass,2021,Fall,best,The video lectures were broken down into parts.
F2021-largeclass,2021,Fall,best,the organization and the assignments
F2021-largeclass,2021,Fall,best,It is straight forward and fair
F2021-largeclass,2021,Fall,best,I enjoyed the step-by-step processes that were described in every class.
F2021-largeclass,2021,Fall,best,The flexibility
F2021-largeclass,2021,Fall,best,The material is fairly spread out and there is enough time to learn the material between HWs
F2021-largeclass,2021,Fall,best,No assignments.
F2021-largeclass,2021,Fall,best,The best part about this course is that he shows how to solve problems on Excel and what filters to choose and what not to.
F2021-largeclass,2021,Fall,best,Lectures were online so I could study at my own pace. Examples were very helpful to study from as well.
F2021-largeclass,2021,Fall,best,Async
F2021-largeclass,2021,Fall,best,"I like the online structure. Doing the class on my own time and having all the materials laid out in front with clear expectations for due dates, etc."
F2021-largeclass,2021,Fall,best,I like the asynchronous format
F2021-largeclass,2021,Fall,best,That operations management is very important.
F2021-largeclass,2021,Fall,best,Asynchronous
F2021-largeclass,2021,Fall,best,easy to follow
F2021-largeclass,2021,Fall,best,Asynchronous aspect
F2021-largeclass,2021,Fall,best,How organized it was given that it was online
F2021-largeclass,2021,Fall,best,The lecture videos and structure of the course.
F2021-largeclass,2021,Fall,best,I was able to advance my skills in Excel.
F2021-largeclass,2021,Fall,best,Many resources for help and practice questions.
F2021-largeclass,2021,Fall,best,problem solving
F2021-largeclass,2021,Fall,best,I like that it combines excel and statistics because that is something I enjoy learning about.
F2021-largeclass,2021,Fall,best,The content that is taught is interesting.
F2021-largeclass,2021,Fall,best,the algebra
F2021-largeclass,2021,Fall,best,"the structured canvas sites, ample amount of resources and questions, helpful professor and ta"
F2021-largeclass,2021,Fall,best,"low quantity of assignments, ample time, lots of examples"
F2021-largeclass,2021,Fall,best,How the professor teaches and explains the content. Makes the course interesting to learn
F2021-largeclass,2021,Fall,best,The flexibility of being able to watch lectures on our own time and being able to take exams within a window of time so we do not have to worry about scheduling conflicts with other responsibilities like other classes and work.
F2021-largeclass,2021,Fall,best,That it is Asynchronous and the professor provides thorough lectures through canvas for us to watch on our own time throughout the semester
F2021-largeclass,2021,Fall,best,The lecture videos all in one place was very organized
F2021-largeclass,2021,Fall,best,i liked the way we operated (asynchronous)
F2021-largeclass,2021,Fall,best,This is the best asynchronous course I have taken as it was organized really well and I always knew what I needed to do.
F2021-largeclass,2021,Fall,best,The asynchronous aspect because it allows me to do work whenever I have free time.
F2021-largeclass,2021,Fall,best,Homework Structure
F2021-largeclass,2021,Fall,best,I like the use of excel and the use of technology to solve financial problems.
F2021-largeclass,2021,Fall,best,I like how the formatting and fairness of the exams and HWs.
F2021-largeclass,2021,Fall,best,The course was interesting to learn about.
F2021-largeclass,2021,Fall,best,The material is broken down into ways that help make the material easy to understand
F2021-largeclass,2021,Fall,best,the structure
F2021-largeclass,2021,Fall,best,having a long time to take the homework
F2021-largeclass,2021,Fall,best,Recitation
F2021-largeclass,2021,Fall,best,Applying these formulas to potential real life scenarios.
F2021-largeclass,2021,Fall,best,I found the lecture videos easy to watch and very informative
F2021-largeclass,2021,Fall,best,The teaching assistants were very helpful throughout the course.
F2021-largeclass,2021,Fall,best,"Students were given their own time to manage the work, which helped manage the workload of other classes."
F2021-largeclass,2021,Fall,best,I like how the instructor did individual video for each topic instead of one long video because this format encouraged and motivated me to view the lectures.
F2021-largeclass,2021,Fall,best,Plenty of examples provided and good explanation of application for the course material
F2021-largeclass,2021,Fall,best,"I like the ability to work at my own pace, and the overall structure of the lectures."
F2021-largeclass,2021,Fall,best,being able to speak openly with professor and ta
F2021-largeclass,2021,Fall,best,I like that the course is challenging and insightful.
F2021-largeclass,2021,Fall,best,T/As are very helpful
F2021-largeclass,2021,Fall,best,Using excel
F2021-largeclass,2021,Fall,best,I like that it’s useful and easy to understand
F2021-largeclass,2021,Fall,best,Everything
F2021-largeclass,2021,Fall,best,Being able to reference the recorded lectures online
F2021-largeclass,2021,Fall,best,it was completely asynchronous and you could take the exams on your own time
F2021-largeclass,2021,Fall,best,The convenience of asynchronous lectures
F2021-largeclass,2021,Fall,best,The examples that were provided in the lectures
F2021-largeclass,2021,Fall,best,N/a
F2021-largeclass,2021,Fall,best,Virtual Class made it easier to balance schedule. Wish we could meet the professor in person.
F2021-largeclass,2021,Fall,best,That it is asynchronous. And the accessibility of the videos.
F2021-largeclass,2021,Fall,best,The fact that you gave some leeway and made it so that our lowest homework grade can be dropped if we did this survey.
F2021-largeclass,2021,Fall,best,I liked the asynchronous organization of the course.
F2021-largeclass,2021,Fall,best,How invested the professor was in the material and how much he wanted us to learn about the topics.
F2021-largeclass,2021,Fall,best,I like that the lectures are all online and readily available
F2021-largeclass,2021,Fall,best,light work load but was still able to learn a good amount
F2021-largeclass,2021,Fall,best,N/A
F2021-largeclass,2021,Fall,best,"It was easy to access, and clear cut."
F2021-largeclass,2021,Fall,best,course material is so organized
F2021-largeclass,2021,Fall,best,The minimal amount of assignments.
F2021-largeclass,2021,Fall,best,I like the excel-driven content that this class has to offer. It gives a more real-world scenario of how one might use excel in their future professio.
F2021-largeclass,2021,Fall,best,"I love that he gives us such a long time to complete the timed homework assignments. I haven't needed all 7 hours so far, but having the extensive amount of time was truly helpful."
F2021-largeclass,2021,Fall,best,simple lecture videos
F2021-largeclass,2021,Fall,best,The way the class was setup
F2021-largeclass,2021,Fall,best,It is different from other business courses.
F2021-largeclass,2021,Fall,best,Most of the topics were new for me so it was important to learn about
F2021-largeclass,2021,Fall,best,I liked getting a strong base in calculus
F2021-largeclass,2021,Fall,best,I liked how we were able to take it at our own pace and on our own time since we were always given a week to take the exam
F2021-largeclass,2021,Fall,best,Clear and concise lectures
F2021-largeclass,2021,Fall,best,The lecture is interesting.
F2021-largeclass,2021,Fall,best,taught me how math is involved in multiple business decisions
F2021-largeclass,2021,Fall,best,that it is online
F2021-largeclass,2021,Fall,best,i liked that we can chat together even though it was online
F2021-largeclass,2021,Fall,best,The homework assignments
F2021-largeclass,2021,Fall,best,I like that there is a lot of resources available for me to succeed in this course!
F2021-largeclass,2021,Fall,best,"Interesting and useful material, easy to understand when doing examples"
F2021-largeclass,2021,Fall,best,easy to navigate
F2021-largeclass,2021,Fall,best,learning excel
F2021-largeclass,2021,Fall,best,The syllabus is simple and the Professor was understanding throughout the semester.
F2021-largeclass,2021,Fall,best,I enjoyed learning new uses for MS Excel.
F2021-largeclass,2021,Fall,best,I liked the fact that there was ample time complete the homework
F2021-largeclass,2021,Fall,best,Assignments
F2021-largeclass,2021,Fall,best,It gave knowledge that could be applied to the real world.
F2021-largeclass,2021,Fall,best,The detailed examples that the professor goes through.
F2021-largeclass,2021,Fall,best,I enjoyed working at my own pace
F2021-largeclass,2021,Fall,best,The homework assignments
F2021-largeclass,2021,Fall,best,"I liked the structure of the course because it was the same every week. Watch the lectures, do examples, and a homework."
F2021-largeclass,2021,Fall,best,My recitation section for this course was very helpful. It was the best part of the course.
F2021-largeclass,2021,Fall,best,Not sure
F2021-largeclass,2021,Fall,best,i liked how the asynchronous lectures were organized
F2021-largeclass,2021,Fall,best,I liked that we had a good amount of time for our homeworks so I could make sure that I could take my time to really understand the material.
F2021-largeclass,2021,Fall,best,Excel skills.
F2021-largeclass,2021,Fall,best,I liked learning more about excel and using math to solve problems.
F2021-largeclass,2021,Fall,best,How the tests are similar to the questions we go over.
F2021-largeclass,2021,Fall,best,Time frame for homework’s
F2021-largeclass,2021,Fall,best,It had a lot of new content and was not too hard to follow
F2021-largeclass,2021,Fall,best,The homework’s
F2021-largeclass,2021,Fall,best,"The TA I had, Sriven was excellent. He greatly helped me learn and understand the material in recitations and is a reason as to why I enjoyed the course."
F2021-largeclass,2021,Fall,best,"I didn’t have to put much effort to learn the topics because I’ve worked with regression, optimization, etc. I like the content itself and using excel"
F2021-largeclass,2021,Fall,best,"The subject matter was very fun, and he taught it in a way that was easy to understand"
F2021-largeclass,2021,Fall,best,"The online, async aspect was absolutely amazing. It made the course so much better."
F2021-largeclass,2021,Fall,best,asynchronous
F2021-largeclass,2021,Fall,best,"The prerecorded videos are typically not good, but I was pleasantly surprised at how effective they were"
F2021-largeclass,2021,Fall,best,Light course-load
F2021-largeclass,2021,Fall,best,everything
F2021-largeclass,2021,Fall,best,Learning excel features.
F2021-largeclass,2021,Fall,best,"The structure of every single aspect, especially assignments."
F2021-largeclass,2021,Fall,best,"The structure of this course, while asynchronism is a problem for me, was rather lenient, which I appreciated, as I am not good at math and got the opportunity to spend a whole 7 hours on homework that was open for a rather long time."
F2021-largeclass,2021,Fall,best,The asynchronous content and presentation of the course mixed with an in person recitation.
F2021-largeclass,2021,Fall,best,I liked the lessons on excel functions
F2021-largeclass,2021,Fall,best,The homework assignments were straightforward as long as you watch the lectures closely.
F2021-largeclass,2021,Fall,best,The 4 timed homework assignments was a great way to get students to actually learn the material
F2021-largeclass,2021,Fall,best,the way the class is setup between watching videos on my own time and the homework.
F2021-largeclass,2021,Fall,best,Online
F2021-largeclass,2021,Fall,best,This class did a great job of showing me real world applications for Excel and helped enhance what I already knew.
F2021-largeclass,2021,Fall,best,excel knowledge
F2021-largeclass,2021,Fall,best,"The course workload is not bad, just study and prepare for HW’s and you will be good."
F2021-largeclass,2021,Fall,best,I learned valuable tools that I can use later in life
F2021-largeclass,2021,Fall,best,I enjoyed that we had a recitation along with the class so that we were able to ask questions to the TA.
F2021-largeclass,2021,Fall,best,The material is understandable and easily studied through practice.
F2021-largeclass,2021,Fall,best,I enjoyed the number of practice problems that were given.
F2021-largeclass,2021,Fall,best,Asynchronous
F2021-largeclass,2021,Fall,best,The series of math equations used to apply real world applications
F2021-largeclass,2021,Fall,best,The great number of examples provided
F2021-largeclass,2021,Fall,best,I liked that the workload was not very strenuous but students could still learn effectively
F2021-largeclass,2021,Fall,best,f
F2021-largeclass,2021,Fall,best,None
F2021-largeclass,2021,Fall,best,The way the professor taught the course made it very easy to understand and apply it on my own.
F2021-largeclass,2021,Fall,best,The hybrid format
F2021-largeclass,2021,Fall,best,"Like I said, I enjoyed the complimentary material and got a feel for how our lessons pertain to real-life situations"
F2021-largeclass,2021,Fall,best,a
F2021-largeclass,2021,Fall,best,"I liked learning how to utilize the Solver on Microsoft Excel to solve integer programming, linear programming, and non-linear programming problems."
F2021-largeclass,2021,Fall,best,I liked that we could work on it at our own pace
F2021-largeclass,2021,Fall,best,Homework’s and TAs
F2021-largeclass,2021,Fall,best,"Unfortunately the course was remote and asynchronous, it is hard to make any suggestions and hard to say that I like asynchronous courses at all"
F2021-largeclass,2021,Fall,best,online
F2021-largeclass,2021,Fall,best,Learning more about excel
F2021-largeclass,2021,Fall,best,My TA was great at further teaching the topics
F2021-largeclass,2021,Fall,best,I like how the quizzes are used as checkpoints to make sure students be on track.
F2021-largeclass,2021,Fall,best,–
F2021-largeclass,2021,Fall,best,"I liked how the HW’s perfectly bridged to one another. This allowed for a solid foundation to be built in the beginning of the semester, with more material being added on throughout the rest of the semester."
F2021-largeclass,2021,Fall,best,the homeworks
F2021-largeclass,2021,Fall,best,I like the real life applications of the content that we learned.
F2021-largeclass,2021,Fall,best,Concise but comprehensive
F2021-largeclass,2021,Fall,best,The HW
F2021-largeclass,2021,Fall,best,I like the videos that would allow students to rewatch them at their own convenience
F2021-largeclass,2021,Fall,best,We get a period of time to complete the quizzes instead of a set time.
F2021-largeclass,2021,Fall,best,The TAs and recitations were very helpful
F2021-largeclass,2021,Fall,best,Practical application with clear support from quantitative problem solving.
F2021-largeclass,2021,Fall,best,I liked it being asynchronous.
F2021-largeclass,2021,Fall,best,the way that the class was taught
F2021-largeclass,2021,Fall,best,Everything was manageable and all the topics presented were described to their fullest extent.
F2021-largeclass,2021,Fall,best,"In the lecture, Prof. Romulo Ely explains everything in a very organized and structured manner. This made the material easier to understand and follow."
F2021-largeclass,2021,Fall,best,self–study mode
F2021-largeclass,2021,Fall,change,give a practice Homework
F2021-largeclass,2021,Fall,change,Professor Romulo does a wonderful job of teaching this course. I would not do anything different.
F2021-largeclass,2021,Fall,change,I would add additional practice problems to each lecture
F2021-largeclass,2021,Fall,change,nothing
F2021-largeclass,2021,Fall,change,I would give more supplement home work lie assignments there was supplement information but never things that would help students check for understanding. also maybe having a transcript if i were to do all videos like professor did because he was a bit hard to understand at some points
F2021-largeclass,2021,Fall,change,Nothing that i know of in particular!
F2021-largeclass,2021,Fall,change,"If I were teaching this course, I would include review sessions with the professor as opposed to just having review sessions in recitations."
F2021-largeclass,2021,Fall,change,nothing
F2021-largeclass,2021,Fall,change,have the modules on canvas be more organized with dates of the recommending time to finish each lecture.
F2021-largeclass,2021,Fall,change,Have an in person lecture but that is just because of COVID
F2021-largeclass,2021,Fall,change,N/A
F2021-largeclass,2021,Fall,change,Put videos in one not split and into modules that are more concise
F2021-largeclass,2021,Fall,change,Some of the questions on the homework were very difficult to understand.
F2021-largeclass,2021,Fall,change,"The lectures themselves were easy for me to understand and I felt comfortable with all the material after watching the videos and attending recitations, but I felt some of the homework questions were tricky, and having the ""none of the above"" option would often confuse me as well."
F2021-largeclass,2021,Fall,change,"The homework questions when true/false were often structured as passive sentences, so I felt like I had a difficult time understanding them. When it was asking whether a definition was true/false, the definition was first then the term at the end, which made the sentence awkward and confusing to understand and read."
F2021-largeclass,2021,Fall,change,"We could not ask questions during the homework, and I felt like that negatively affected my performance."
F2021-largeclass,2021,Fall,change,I felt like the homework questions were more difficult than the lectures.
F2021-largeclass,2021,Fall,change,"I could understand the lectures well and went to all the recitations, but some questions on the homework were confusing, and since I could not ask questions it negatively impacted my grades."
F2021-largeclass,2021,Fall,change,I would like to be able to backtrack on the homework.
F2021-largeclass,2021,Fall,change,"I think that the way materials were uploaded was a little overwhelming. Sometimes I would get 20 emails from Canvas when the next section was uploaded. And I was not sure if lectures would be coming out the next week or two weeks from now based on the material given. It is a bit challenging distinguishing between what is an Excel solution, complimentary material, and what lecture video discusses what topic."
F2021-largeclass,2021,Fall,change,"I would make the lecture sizes smaller and divide them up by ""class"" period"
F2021-largeclass,2021,Fall,change,Maybe give some extra credit or drop the lowest homework grade that way students can have a second chance to still do well if they mess up one assignment.
F2021-largeclass,2021,Fall,change,This course was a mess. The canvas site was so disorganized. I had no motivation to actually do the work
F2021-largeclass,2021,Fall,change,"TAs can be more accessible outside of class. As I know that recitations are their ""office hours"" it would be better if they were accessible outside of their office hours to go out problems."
F2021-largeclass,2021,Fall,change,homework problems
F2021-largeclass,2021,Fall,change,Nothing really
F2021-largeclass,2021,Fall,change,I would have synchronous lectures not just recitations.
F2021-largeclass,2021,Fall,change,give more time for the assignments
F2021-largeclass,2021,Fall,change,I just wish I could have taken it in person
F2021-largeclass,2021,Fall,change,I would maybe try and engage the class more
F2021-largeclass,2021,Fall,change,Offer more assignments
F2021-largeclass,2021,Fall,change,nothing
F2021-largeclass,2021,Fall,change,I would teach it very differently. It is too messy now. I would make the lectures longer so that there aren’t so many videos to go through. Psychologically it gets tiring. I would also make us do hands on exercises which I feel are the best way to learn.
F2021-largeclass,2021,Fall,change,"Nothing, the way it was designed was excellent!"
F2021-largeclass,2021,Fall,change,More interaction with the students would have been welcome
F2021-largeclass,2021,Fall,change,Nothing
F2021-largeclass,2021,Fall,change,I would offer more quizzes that would account for a small portion of our final grade. So we can stay focused on the material at an even more regular basis
F2021-largeclass,2021,Fall,change,Nothing!
F2021-largeclass,2021,Fall,change,"Nothing really, canvas more organized."
F2021-largeclass,2021,Fall,change,more engaging less lectures
F2021-largeclass,2021,Fall,change,organize canvas better
F2021-largeclass,2021,Fall,change,I think the option to drop the lowest HW grade will really be helpful
F2021-largeclass,2021,Fall,change,Include less information in each less lecture because it was a lot
F2021-largeclass,2021,Fall,change,Spread out the homework assignments more if possible.
F2021-largeclass,2021,Fall,change,"Hold the recitations online as well, as this may have promoted more participation from students who were unable to make it in person."
F2021-largeclass,2021,Fall,change,"Have more practice questions similar to those on the HWs. personally, I feel like there is a stark difference between the practice question in the modules and the HW questions."
F2021-largeclass,2021,Fall,change,give less lectures to watch
F2021-largeclass,2021,Fall,change,organize canvas better
F2021-largeclass,2021,Fall,change,I would have made the modules more organized. I think having all those supplemental materials within the modules made it confusing to look at and find the actual lectures. I would also provide problems in the lecture that resembled some exam questions because while the exams were not terrible to figure out there were some questions that made me wonder whether we had even learned a concept like that.
F2021-largeclass,2021,Fall,change,I would not do anything differently.
F2021-largeclass,2021,Fall,change,separate the modules by week
F2021-largeclass,2021,Fall,change,I would have in person sections.
F2021-largeclass,2021,Fall,change,i would make more assignments as these assignments have few questions and each one takes a large toll on the grade
F2021-largeclass,2021,Fall,change,"easier homework assignments, shorter lectures, more relevant lectures."
F2021-largeclass,2021,Fall,change,"Nothing, the professor made the class very enjoyable and easy to understand"
F2021-largeclass,2021,Fall,change,less material posted. lecture videos were posted in 10 separate 10 minute long videos I would’ve liked just 1 longer video
F2021-largeclass,2021,Fall,change,n/a
F2021-largeclass,2021,Fall,change,Organize canvas a bit better. It becomes very confusing w the amount of links we were given
F2021-largeclass,2021,Fall,change,N/A
F2021-largeclass,2021,Fall,change,Post some more current lectures.
F2021-largeclass,2021,Fall,change,I thought our professor did a great job teaching this course.
F2021-largeclass,2021,Fall,change,I would give out study guides and hw to prepare better for exam.
F2021-largeclass,2021,Fall,change,I would try to put the lectures into one video instead of multiple per week.
F2021-largeclass,2021,Fall,change,"If I were teaching this class differently, I think I would try to assign more excel-based assignments so students have more opportunities to learn and develop a better understanding of excel."
F2021-largeclass,2021,Fall,change,I would allow backtracking during the homework and have the lectures live
F2021-largeclass,2021,Fall,change,I would add quiz questions in the video lectures so that we get used to the type of question that will be in the homework and have a chapter ending quiz for each chapter
F2021-largeclass,2021,Fall,change,Organize Canvas better
F2021-largeclass,2021,Fall,change,I would provide a more flexible grading system with more possible grades to earn or a different structure of homeworks.
F2021-largeclass,2021,Fall,change,Nothing
F2021-largeclass,2021,Fall,change,I prefer synchronous classes so I would have set a time for the class to meet on zoom.
F2021-largeclass,2021,Fall,change,Try to condense the lesson a bit.
F2021-largeclass,2021,Fall,change,"I would be a little more concise with the material, especially in the video lectures."
F2021-largeclass,2021,Fall,change,I think it is perfect the way it is!
F2021-largeclass,2021,Fall,change,"Lectures are quite long and there is a lot of material to sort through on the Canvas page. I think it should be split into modules to make it easier to manage so that students can minimize tabs they are not using. Also, maybe one page of complementary material that can be minimized as it is quite challenging to discern between the Excel sheets, presentations, complementary material, and videos."
F2021-largeclass,2021,Fall,change,More interaction with students from professor
F2021-largeclass,2021,Fall,change,"If possible, I would try to condense the lectures (make the class less time consuming)."
F2021-largeclass,2021,Fall,change,related topics to real life scenarios
F2021-largeclass,2021,Fall,change,I would host review sessions for quizzes.
F2021-largeclass,2021,Fall,change,too much “fluff” content. needs to be condensed and to the point.
F2021-largeclass,2021,Fall,change,give more assignments to reduce weight of each grade
F2021-largeclass,2021,Fall,change,nothing – he was very detailed and explained everything he was doing and why
F2021-largeclass,2021,Fall,change,I would put more incentives to watch all of the videos.
F2021-largeclass,2021,Fall,change,I would not make none of the above so prevalent on exams has it just led to confusion and a decrease in personal grades.
F2021-largeclass,2021,Fall,change,nothing
F2021-largeclass,2021,Fall,change,"Remove ""none of the above"" answer choices from the tests."
F2021-largeclass,2021,Fall,change,nothing
F2021-largeclass,2021,Fall,change,Nothing
F2021-largeclass,2021,Fall,change,Give practice problems as homework
F2021-largeclass,2021,Fall,change,Give more homework for practice
F2021-largeclass,2021,Fall,change,"Assign the videos with larger time segments, everything was too split up."
F2021-largeclass,2021,Fall,change,I would organize the videos and practice questions better by creating To–Do lists/Checklists and study guides before the HWs.
F2021-largeclass,2021,Fall,change,"I would not make 100,000 lecture videos for each week. More simplicity and efficiency. Also, get rid of the ""none of the above"" option on the assignments. You grew too fond of it. It had a net negative effect on my learning."
F2021-largeclass,2021,Fall,change,"I think the course was fair. I just wish there were more opportunities to boost your grade, like having mini assignments."
F2021-largeclass,2021,Fall,change,"I would make the homework assignments longer because each question was worth too many points. Therefore, if I got only 2 questions wrong my grade was no longer an A. On multiple occasions, I felt that the grade I received on the homework did not accurately reflect how well I knew the material."
F2021-largeclass,2021,Fall,change,Make the online lectures shorter and more organized.
F2021-largeclass,2021,Fall,change,I would turn on my camera so students feel more engaged in the learning material because posting lectures with just audio makes me feel really disconnected. I would also post all the lectures in one run instead of multiple videos and make the Canvas more organized.
F2021-largeclass,2021,Fall,change,I would reduce the number of quizzes
F2021-largeclass,2021,Fall,change,N/A
F2021-largeclass,2021,Fall,change,I would be more active in answering student questions and teach live.
F2021-largeclass,2021,Fall,change,I would give students extra problems or provide a review that would be similar to exams so that way students can prepare and not walk in to an assessment with any surprises.
F2021-largeclass,2021,Fall,change,Potentially incorporate a project in replacement of the one of the four exams.
F2021-largeclass,2021,Fall,change,"Make it more clear and actually teach, all the assignments are computer graded and you can tell the lectures have been reused"
F2021-largeclass,2021,Fall,change,"I would be more lenient when it comes to due dates. I had a personal issue, and the professor would not extend the date of one of my homework assignments, despite the assignment being auto-graded. I had another professor that allowed me to pick a day to reschedule an exam. Her attitude and her willingness to work with me showed me how much she cares about her students. I did not get that feeling from Professor Romulo at all."
F2021-largeclass,2021,Fall,change,I wish the lecture videos were uploaded directly onto Canvas because it can generate subtitles; Box doesn’t seem to do that and subtitles help me process the information better.
F2021-largeclass,2021,Fall,change,nothing
F2021-largeclass,2021,Fall,change,"Nothing, the class was set up really well."
F2021-largeclass,2021,Fall,change,I would make exams less hard.
F2021-largeclass,2021,Fall,change,The exam questions should be more similar to what was covered in class
F2021-largeclass,2021,Fall,change,"I would make the walkthrough videos shorter, each problem video is way too long."
F2021-largeclass,2021,Fall,change,"organize canvas more. there were a lot of files just thrown up under the module, which is overwhelming for students. I’d rather have extra problems/examples put in files and save module for actual lecture videos and notes."
F2021-largeclass,2021,Fall,change,n/a Professor Ely did an amazing job
F2021-largeclass,2021,Fall,change,None of the above questions in the HWs were very confusing sometimes… and the options would be very specific
F2021-largeclass,2021,Fall,change,More questions on the quizzes
F2021-largeclass,2021,Fall,change,Maybe make some of the videos more concise
F2021-largeclass,2021,Fall,change,Record the recitations and make them available to the class whenever needed.
F2021-largeclass,2021,Fall,change,I would probably monitor the people who participate and give them credit
F2021-largeclass,2021,Fall,change,"Not much, he really went above and beyond to help out with resources and work."
F2021-largeclass,2021,Fall,change,"I wish the lectures were placed in a file and not through the modules tab, it made it difficult to easily access the lectures."
F2021-largeclass,2021,Fall,change,I would include more practice problems from the textbook.
F2021-largeclass,2021,Fall,change,"The modules on Canvas need to be more organized. Certain sections did not have all the videos in one place. Also, there were multiple errors in the video lectures that I had to constantly keep track of which made the topic more challenging than it needed to be."
F2021-largeclass,2021,Fall,change,Nothing
F2021-largeclass,2021,Fall,change,"I think for Canvas, it would have been easier to separate each lecture into different modules, rather than making it all one module."
F2021-largeclass,2021,Fall,change,there are too many modules so It is hard to find specific things.
F2021-largeclass,2021,Fall,change,I would maybe offer more opportunities for points
F2021-largeclass,2021,Fall,change,Teach more effectively
F2021-largeclass,2021,Fall,change,Something I would do differently is create challenging questions for the students who have mastered concepts.
F2021-largeclass,2021,Fall,change,Nothing
F2021-largeclass,2021,Fall,change,nothing
F2021-largeclass,2021,Fall,change,I don’t think it’s necessary to have a recitation.
